index,sales,star_rating,neg,pos,neu,helpness,vine_Y,veri_y,two_sides,rate_exp_num,rate_exp_txt
262607269,1,3.0,0.0,0.22399999999999998,0.7759999999999999,0.02331549365602183,0.0,0.0,1.0,0.8875294435572351,0.8880569057185412
262695231,1,5.0,0.0,0.20800000000000002,0.792,0.35310329893284753,0.0,0.0,1.0,1.706962548372779,1.7765475248574187
262707899,1,5.0,0.061,0.11599999999999999,0.823,0.3806988622372461,1.0,0.0,1.0,1.9037202476416917,1.7766393500389444
263066207,1,4.0,0.0,0.25,0.75,0.369498319560782,0.0,1.0,1.0,1.3435100947491454,1.3326749848027142
263469926,2,5.0,0.0,0.288,0.712,0.05096729621942518,0.0,2.0,2.0,1.7884596445257093,1.7788708582838693
263648901,1,2.0,0.065,0.092,0.843,0.3519266080660557,0.0,1.0,1.0,0.5134201424280415,0.4447974076530138
263801541,1,5.0,0.0,1.0,0.0,0.1992034859029238,0.0,1.0,0.0,1.839166961237963,1.7727112821877167
263844834,1,3.0,0.035,0.136,0.83,0.36392432767428334,0.0,1.0,1.0,0.9372636645033674,0.8887367616275531
264289920,1,5.0,0.0,0.406,0.594,0.0403116269994537,0.0,1.0,1.0,1.9501571339732133,1.7755069653790256
264334982,1,4.0,0.04,0.127,0.8340000000000001,0.3540177833777735,0.0,1.0,1.0,1.326756642140836,1.3326337755091928
264641670,1,5.0,0.065,0.157,0.779,0.049322478855618565,0.0,1.0,1.0,1.8643308743565001,1.7755369348228038
264671843,3,3.6666666666666665,0.114,0.14200000000000002,0.7440000000000001,0.048441292436190005,0.0,3.0,3.0,1.220552706868919,1.1888014056773617
264701206,1,5.0,0.0,0.47200000000000003,0.528,0.051407361445644534,0.0,1.0,1.0,1.8198810136383252,1.7755438690496939
264758561,3,4.666666666666667,0.036000000000000004,0.16033333333333333,0.8036666666666666,0.14985266291628196,0.0,2.0,3.0,1.7544700316200679,1.6341630321251284
264830670,1,5.0,0.0,0.20800000000000002,0.792,0.3511618395025914,0.0,0.0,1.0,1.8328589240996584,1.7765410647277358
265015765,1,5.0,0.319,0.536,0.145,0.02830433856701364,0.0,1.0,0.0,1.837959630580809,1.7721436767545256
265056388,1,2.0,0.09,0.11599999999999999,0.794,0.01940288248651717,0.0,1.0,1.0,0.5063986555645316,0.4443549342524956
265160473,1,5.0,0.0,0.321,0.679,0.05010705130854037,0.0,1.0,1.0,1.777984602456805,1.7755395442733906
265176425,1,3.0,0.0,0.365,0.635,0.050992586829205065,0.0,1.0,1.0,0.8860949581617241,0.8881121362942253
265435154,1,5.0,0.0,0.0,1.0,0.010018662142682336,0.0,1.0,1.0,1.7339025784742088,1.7754062161296154
265456634,2,5.0,0.0435,0.28700000000000003,0.669,0.1893158217752219,0.0,2.0,2.0,1.6784037906055251,1.7793317378772038
265501601,1,5.0,0.0,0.37200000000000005,0.628,0.047555895173062884,0.0,1.0,1.0,1.9424812349652094,1.7755310592609046
265522755,1,4.0,0.09300000000000001,0.29100000000000004,0.616,0.3256763507141766,0.0,1.0,1.0,1.3030319682356117,1.3325583328991597
265558339,1,2.0,0.055999999999999994,0.10099999999999999,0.843,0.20613411785442387,0.0,1.0,1.0,0.47168444768013384,0.4446033814127878
265566414,1,2.0,0.102,0.075,0.823,0.3238989017925272,0.0,1.0,1.0,0.4702236311395921,0.44476010401335614
265576568,1,4.0,0.078,0.10099999999999999,0.821,0.03164647408985319,0.0,1.0,1.0,1.3768848202163984,1.3317758381588023
265688328,4,4.5,0.0,0.39599999999999996,0.604,0.04270444869936135,0.0,3.0,3.0,1.6360471785055852,1.559655727077034
265861743,1,2.0,0.094,0.331,0.5760000000000001,0.04683273110787842,0.0,1.0,1.0,0.5006166472873337,0.4443914254922354
266017252,1,5.0,0.027000000000000003,0.12,0.853,0.3804846582313045,0.0,1.0,1.0,1.763743279975499,1.7766386372531522
266351156,1,4.0,0.0,0.11699999999999999,0.883,0.3496918342679806,0.0,1.0,1.0,1.3516912164714914,1.3326222599739501
266372558,1,4.0,0.0,0.536,0.46399999999999997,0.05306772827402971,0.0,1.0,0.0,1.3755578114700278,1.3291740525819695
266497990,1,5.0,0.0,0.0,1.0,0.010018662142682336,0.0,1.0,1.0,1.7856134606286767,1.7754062161296154
266498094,5,3.4,0.143,0.2618,0.5952,0.22630133128924307,0.0,5.0,4.0,1.1783888425517284,1.0727967699106196
266628044,1,1.0,0.16899999999999998,0.059000000000000004,0.772,0.053766772410105655,0.0,1.0,1.0,0.042578543726664586,0.0006836284316132091
266723440,1,4.0,0.0,0.299,0.701,0.04753528177570431,0.0,1.0,1.0,1.3998891789128252,1.331818113850869
266831372,1,5.0,0.0,0.348,0.652,0.20913671791164928,0.0,1.0,1.0,1.8463602669401427,1.776068532731387
266911418,1,4.0,0.028999999999999998,0.146,0.826,0.05215765103858031,0.0,1.0,1.0,1.423800865019289,1.3318304128771934
267217748,1,5.0,0.028999999999999998,0.158,0.8140000000000001,0.20398203408620966,0.0,0.0,1.0,1.8110206143515524,1.776051384467015
267314445,2,5.0,0.0,0.6585,0.3415,0.040980216406348316,0.0,2.0,1.0,1.7206831424850657,1.7755091890452972
267506940,3,4.666666666666667,0.009333333333333332,0.167,0.8236666666666667,0.13910060264503646,0.0,3.0,3.0,1.6853982811486847,1.6341295503617674
267610894,2,3.0,0.0285,0.3985,0.5730000000000001,0.0363321317424176,0.0,2.0,1.0,0.8951650118108556,0.8880828805747261
267653385,1,5.0,0.024,0.125,0.851,0.25232696001684785,0.0,0.0,1.0,1.7643321386443498,1.7762122204055069
267736274,2,3.5,0.036,0.0755,0.8875,0.1665666540360057,0.0,1.0,2.0,1.1671966298246974,1.1125691449372939
267814188,1,2.0,0.0,0.0,1.0,0.010018662142682336,0.0,1.0,1.0,0.5109449273642277,0.44434245031977027
267825020,3,3.3333333333333335,0.06433333333333334,0.15300000000000002,0.7823333333333333,0.03577012403597319,0.0,3.0,3.0,1.0711482136401507,1.0404246077198855
268129492,2,3.0,0.06,0.2345,0.7055,0.09938313424070926,0.0,2.0,2.0,0.9331755733074929,0.8902059234557629
268329900,1,5.0,0.0,0.188,0.812,0.3557806551460053,0.0,1.0,1.0,1.917678464738012,1.776556433685466
269036162,1,5.0,0.0,0.318,0.682,0.19972232235930693,0.0,1.0,1.0,1.8180232355866766,1.776037213637175
269266849,1,3.0,0.0,0.297,0.703,0.3695526207095953,0.0,1.0,1.0,1.0265434979734103,0.8887479986274561
269711905,1,5.0,0.0,0.226,0.774,0.05336200944274536,0.0,1.0,1.0,1.8397919309611823,1.7755503701417963
269792659,1,4.0,0.031,0.078,0.8909999999999999,0.03599193754976758,0.0,1.0,1.0,1.2696592059744392,1.3317874001267749
269938450,4,3.75,0.02875,0.28175000000000006,0.6895,0.08526918840747577,0.0,4.0,4.0,1.2949276126561409,1.2284846686739754
269966747,1,1.0,0.044000000000000004,0.131,0.825,0.30525724627240697,0.0,0.0,1.0,0.04049687457109957,0.0008509500536697107
270094849,1,4.0,0.109,0.225,0.6659999999999999,0.031142440206785905,0.0,1.0,1.0,1.4301931796079594,1.3317744970814966
270163860,2,5.0,0.022000000000000002,0.262,0.716,0.04990746102413317,0.0,2.0,2.0,1.8501271256130352,1.778867328030318
270398143,1,5.0,0.0,0.28600000000000003,0.7140000000000001,0.050507979132032435,0.0,1.0,1.0,1.7928714908421297,1.7755408777414083
270481865,1,5.0,0.0,0.21,0.79,0.05192130779303578,0.0,1.0,1.0,1.7224137142401086,1.7755455784157466
270925363,1,5.0,0.04,0.24,0.72,0.3718540045847922,0.0,1.0,1.0,1.788222482365209,1.776609918058674
271125338,1,5.0,0.0,0.182,0.818,0.04097712264347866,0.0,1.0,1.0,1.7464086763428457,1.7755091787557236
271297415,1,5.0,0.012,0.182,0.8059999999999999,0.36214022535910495,0.0,0.0,1.0,1.7609559438645725,1.776577595121135
271935805,2,5.0,0.0,0.197,0.803,0.04356798824729178,0.0,2.0,2.0,1.844409476977271,1.778846211707461
272191623,1,5.0,0.0,0.244,0.7559999999999999,0.044155828740115706,0.0,0.0,1.0,1.9122678617551692,1.7755197508674132
272607518,1,1.0,0.0,0.0,1.0,0.3270274364328861,0.0,1.0,1.0,0.04128595048477901,0.0008654371618337098
272623538,1,4.0,0.0,0.095,0.905,0.02183725708859469,0.0,1.0,1.0,1.2982885152267218,1.3317497390670618
272825153,1,5.0,0.109,0.0,0.8909999999999999,0.20752815057214047,0.0,1.0,1.0,1.8316626442605206,1.7760631814407446
272888084,1,5.0,0.044000000000000004,0.33299999999999996,0.623,0.054774339243133074,0.0,1.0,1.0,1.8827079633505548,1.7755550675140586
272888216,2,4.0,0.0195,0.1325,0.8480000000000001,0.04759000120366211,0.0,1.0,2.0,1.3285106475812014,1.3344810082628227
273192988,1,5.0,0.091,0.0,0.909,0.01940288248651717,0.0,1.0,1.0,1.7931642515661745,1.7754374259614285
273347176,1,3.0,0.0,0.158,0.8420000000000001,0.03799693733906509,0.0,1.0,1.0,0.9196083449923148,0.888086202750663
273427535,1,2.0,0.16,0.18600000000000003,0.654,0.012213793096525037,0.0,1.0,1.0,0.45697702288551045,0.4443453705111634
273677817,1,5.0,0.053,0.135,0.812,0.0407964080194814,0.0,0.0,1.0,1.8423096657862827,1.7755085777154511
273698349,1,4.0,0.0,0.266,0.7340000000000001,0.05294429034150215,0.0,1.0,1.0,1.3541269365054462,1.331832505945958
273832827,2,4.0,0.020499999999999997,0.132,0.8475,0.042996531773602895,0.0,1.0,2.0,1.3828903547341875,1.3344687678791967
273989321,5,4.4,0.0058,0.28840000000000005,0.7058000000000001,0.08117448479746266,0.0,5.0,4.0,1.4964202606097858,1.5182024269667094
274635110,1,5.0,0.0,0.23399999999999999,0.7659999999999999,0.04466311267718207,0.0,1.0,1.0,1.7732403830457077,1.7755214380561917
275002431,3,5.0,0.0,0.3183333333333333,0.6816666666666666,0.04730818208180804,0.0,3.0,3.0,1.8565385058077495,1.7821920981478274
275031904,2,5.0,0.0,0.2695,0.7304999999999999,0.047800578453908074,0.0,2.0,2.0,1.7804445257762291,1.7788603101354095
275063181,1,5.0,0.035,0.218,0.747,0.05534062508529012,0.0,1.0,1.0,1.91940396755652,1.7755569509688667
275111270,1,5.0,0.023,0.243,0.7340000000000001,0.04527091886085704,0.0,0.0,1.0,1.7727442720366997,1.775523459576203
275352768,1,5.0,0.0,0.598,0.402,0.05119809563827305,0.0,1.0,0.0,1.8169516504216923,1.772219705099416
275562531,1,2.0,0.038,0.013999999999999999,0.9470000000000001,0.3449765118577449,0.0,1.0,1.0,0.5025791086315531,0.44478815723565257
275607905,1,3.0,0.038,0.11199999999999999,0.85,0.3167131606394231,0.0,1.0,1.0,0.8638482335344853,0.8886425073190702
275725873,1,5.0,0.0,0.18899999999999997,0.8109999999999999,0.3692464624169095,0.0,1.0,1.0,1.6884388846409304,1.776601241325385
275803286,1,5.0,0.022000000000000002,0.12,0.858,0.05310354799678845,0.0,1.0,1.0,1.7032627559466929,1.7755495105068109
276744466,1,5.0,0.0,0.243,0.757,0.048177131373340114,0.0,1.0,1.0,1.8872397870244975,1.775533125457175
276961952,1,5.0,0.052000000000000005,0.0,0.948,0.008015510796550145,0.0,0.0,1.0,1.7628197838343875,1.7753995541501761
276962202,1,4.0,0.0,0.11599999999999999,0.884,0.3596047474280145,0.0,1.0,1.0,1.5013925356186975,1.33264864793553
277137457,1,5.0,0.0,0.39,0.61,0.045630823268473474,0.0,1.0,1.0,1.7649690049201379,1.7755246565934586
277390703,1,5.0,0.0,0.429,0.5710000000000001,0.053413652640492235,0.0,1.0,1.0,1.8142774576958458,1.7755505419055568
277493012,53,4.09433962264151,0.058981132075471704,0.24035849056603775,0.700679245283019,0.1020361715030899,18.0,34.0,49.0,1.6239904343722915,1.509384064768145
277597549,3,4.333333333333333,0.06033333333333333,0.12233333333333334,0.8173333333333334,0.2592987639943787,0.0,2.0,3.0,1.6291339668246152,1.4861083571560703
277650169,1,4.0,0.0,0.381,0.619,0.05502232617781983,0.0,1.0,1.0,1.4731892549166605,1.3318380351398633
277690245,2,5.0,0.15200000000000002,0.1895,0.6585,0.187705800226903,0.0,2.0,2.0,1.8866342740980135,1.7793263738725633
278336487,1,5.0,0.0,0.21600000000000003,0.784,0.051849134352826114,0.0,1.0,1.0,1.8708925140442694,1.775545338369543
278663181,1,5.0,0.0,0.46299999999999997,0.537,0.05296022301990765,0.0,1.0,1.0,1.8416124972345036,1.7755490338123985
279037904,6,4.833333333333333,0.010833333333333334,0.43416666666666665,0.555,0.04333788479150743,0.0,6.0,4.0,1.7937838806831907,1.7112322409908391
280050991,1,2.0,0.049,0.055999999999999994,0.895,0.015155850378422204,0.0,1.0,1.0,0.4630452208140876,0.4443492843566771
280452983,1,5.0,0.0,0.38799999999999996,0.612,0.051596268329675885,0.0,1.0,1.0,1.7484962523017302,1.77554449734667
280754745,1,2.0,0.08,0.139,0.7809999999999999,0.2804539652583373,0.0,0.0,1.0,0.4762345913715723,0.4447022838185998
281335472,2,4.0,0.0245,0.1775,0.798,0.360286171242047,0.0,0.0,2.0,1.3491376588064647,1.3353144592271877
281399459,1,2.0,0.09300000000000001,0.157,0.75,0.04859535140769046,0.0,1.0,1.0,0.4656013097205711,0.44439377044164685
281610725,1,1.0,0.10400000000000001,0.125,0.7709999999999999,0.1967166305429443,0.0,1.0,1.0,0.04534811828649142,0.0007787280819551712
281923236,1,2.0,0.079,0.0,0.9209999999999999,0.3640599843671601,0.0,1.0,1.0,0.5031980933269588,0.4448135571273437
282075533,4,5.0,0.03025,0.48725000000000007,0.48250000000000004,0.04429485796513626,0.0,4.0,2.0,1.816949113031303,1.7788486328474529
282187993,1,5.0,0.0,0.583,0.41700000000000004,0.030811801313154464,0.0,0.0,0.0,1.898930175450625,1.7721520037114664
282225763,2,4.5,0.025,0.1335,0.8420000000000001,0.04162921431942293,0.0,2.0,2.0,1.5169946332493796,1.5566524390939533
282586457,1,3.0,0.057999999999999996,0.10800000000000001,0.8340000000000001,0.3778211047289806,0.0,1.0,1.0,0.9113518594739913,0.88876450699356
282879094,1,3.0,0.106,0.0,0.894,0.01828567642433131,0.0,0.0,1.0,0.8890809179198761,0.8880468687941779
283050845,1,4.0,0.109,0.128,0.763,0.0339978591040718,0.0,1.0,1.0,1.2643520809670126,1.3317820944759569
283197653,1,5.0,0.0,0.289,0.711,0.04800870063099597,0.0,1.0,1.0,1.796552966383864,1.7755325652659149
283400263,1,4.0,0.055,0.201,0.745,0.3687776771928588,0.0,1.0,1.0,1.3540847404551235,1.332673066426563
283520563,7,4.857142857142857,0.026857142857142857,0.31542857142857145,0.6577142857142857,0.046685865392672665,0.0,7.0,6.0,1.856977617988011,1.728355941228673
283534235,1,4.0,0.053,0.18899999999999997,0.758,0.2583327722715556,0.0,1.0,1.0,1.3942616638676624,1.3323790825765185
283741426,2,3.0,0.1215,0.16899999999999998,0.7090000000000001,0.05058670678101585,0.0,2.0,2.0,0.8806985834705883,0.8901083969148844
284025240,1,5.0,0.079,0.14300000000000002,0.778,0.03967779834272933,0.0,1.0,1.0,1.928287648681192,1.7755048573258398
284093330,1,5.0,0.031,0.138,0.831,0.3595715075107576,0.0,0.0,1.0,1.8812661063703406,1.7765690477020268
284360428,1,1.0,0.08800000000000001,0.10099999999999999,0.8109999999999999,0.02183725708859469,0.0,1.0,1.0,0.04380504483629109,0.0006623896016707403
284577129,1,5.0,0.067,0.28,0.653,0.0455259849822138,0.0,0.0,1.0,1.7840885869152259,1.775524307908477
284599298,1,4.0,0.0,0.12,0.88,0.04950169368589307,0.0,1.0,1.0,1.31041678226737,1.3318233459953221
284994021,1,5.0,0.0,1.0,0.0,0.01524352669643146,0.0,0.0,0.0,1.7745374245414771,1.772100304006878
285274455,1,5.0,0.0,0.26899999999999996,0.731,0.053988569560085214,0.0,1.0,1.0,1.8753142751294556,1.7755524540632583
285298329,1,1.0,0.024,0.191,0.785,0.2712854196600467,0.0,0.0,1.0,0.06107180082227562,0.000828344235344336
285438435,1,3.0,0.14800000000000002,0.152,0.7,0.3277326751077648,0.0,1.0,1.0,0.9817868146215675,0.8886645065324998
285625145,1,5.0,0.0,0.24100000000000002,0.759,0.2658404781606079,1.0,0.0,1.0,1.7698839782881621,1.7762571798321773
285645685,1,5.0,0.19399999999999998,0.263,0.544,0.026261819889858,0.0,1.0,1.0,1.729106678782719,1.775460237541004
285909239,1,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.365588530199742,1.331691638705259
286148418,1,3.0,0.0,0.275,0.725,0.3217078143707253,0.0,1.0,1.0,0.8505873330984428,0.888652478534911
286595026,3,4.666666666666667,0.02666666666666667,0.17033333333333334,0.8029999999999999,0.15178560915536013,0.0,3.0,3.0,1.680603971571757,1.634169051349565
286964730,2,4.5,0.07400000000000001,0.5695,0.35650000000000004,0.046085173103175864,0.0,2.0,0.0,1.575191021722786,1.5506791133825792
286970310,1,5.0,0.0,0.231,0.769,0.02415200084975888,0.0,1.0,1.0,1.771373273880132,1.7754532206412392
287056962,2,5.0,0.0155,0.4295,0.5549999999999999,0.15178474671552739,1.0,1.0,1.0,1.7017681835097211,1.7758777454165464
287594949,1,4.0,0.0,0.0,1.0,0.3278023799496225,0.0,1.0,1.0,1.3879442919669114,1.3325639921064654
287695793,1,4.0,0.0,0.302,0.698,0.045960331055149004,0.0,1.0,1.0,1.3325250541234896,1.3318139233006794
287811402,1,5.0,0.0,0.23,0.77,0.035212206114393116,0.0,1.0,1.0,1.7258880682350728,1.7754900052521072
287863083,2,3.5,0.039,0.22749999999999998,0.7335,0.033254702297648514,0.0,2.0,2.0,1.0141315102994233,1.1122582834654375
287899184,1,4.0,0.0,0.11699999999999999,0.883,0.03767950404400392,0.0,1.0,1.0,1.3590660038700997,1.331791890252666
288401718,1,5.0,0.027000000000000003,0.248,0.7240000000000001,0.3707438366327616,0.0,1.0,1.0,1.922564764731217,1.7766062239124563
289338462,1,5.0,0.0,0.28300000000000003,0.7170000000000001,0.35938375878406986,0.0,0.0,1.0,1.9116668139567197,1.7765684229686647
289789331,1,5.0,0.0,0.39299999999999996,0.607,0.048959342427594886,0.0,1.0,1.0,1.7719571978570112,1.7755357270493906
290032526,1,5.0,0.035,0.325,0.64,0.3618629037816644,0.0,0.0,1.0,1.7595467985894748,1.7765766723308707
290038418,1,3.0,0.009000000000000001,0.126,0.865,0.2700455290687264,0.0,1.0,1.0,0.9377828587496371,0.8885493447030328
290043453,1,5.0,0.022000000000000002,0.156,0.8220000000000001,0.05269314151704317,0.0,1.0,1.0,1.7368841870012126,1.7755481455079047
290128892,1,4.0,0.019,0.179,0.802,0.044999730708380266,0.0,0.0,1.0,1.374158402762171,1.3318113673881276
290199666,5,3.0,0.0746,0.087,0.8384,0.18250397609141655,0.0,5.0,5.0,0.9572230999972731,0.8963824636785072
290302613,1,5.0,0.0,0.5589999999999999,0.441,0.37083102404005824,0.0,1.0,0.0,1.8847889830890676,1.7732814531886136
290367050,1,5.0,0.0,0.287,0.713,0.3706764330775981,0.0,1.0,1.0,1.7953989640844448,1.7766059996235384
290724145,1,3.0,0.03,0.128,0.843,0.27685000402279336,1.0,0.0,1.0,0.9109563074551728,0.8885629280738732
290787678,1,4.0,0.0,0.133,0.867,0.3678117338935695,0.0,1.0,1.0,1.3146150241091497,1.3326704950536756
290844684,2,4.0,0.046,0.1565,0.7975,0.03935351077996325,0.0,2.0,2.0,1.3196026902016693,1.3344590602497242
290985060,1,1.0,0.098,0.163,0.738,0.3550497426475197,0.0,1.0,1.0,0.03303793845565513,0.0008840854754296051
291179855,2,3.0,0.0625,0.14500000000000002,0.7925,0.14323408607502722,0.0,2.0,2.0,0.9355282681648641,0.8902935718528553
291205443,1,5.0,0.0,0.473,0.527,0.051568147948773804,0.0,1.0,1.0,1.8633603669185517,1.7755444038193613
291332773,1,4.0,0.0,0.084,0.9159999999999999,0.02982939935569703,0.0,1.0,1.0,1.3184794193990121,1.331771003493173
291582655,1,3.0,0.092,0.258,0.649,0.04639716476189424,0.0,1.0,1.0,0.9796844263237845,0.8881029658153773
291744242,1,5.0,0.017,0.218,0.765,0.3616225791197844,0.0,0.0,1.0,1.7811583238283923,1.776575872648516
292003263,1,2.0,0.055,0.021,0.925,0.2747810531093067,1.0,0.0,1.0,0.4769601920686734,0.44469473410544036
292142035,1,1.0,0.0,0.297,0.703,0.04981482296369775,0.0,1.0,1.0,0.02624078846502516,0.0006809996243291316
292181727,1,5.0,0.025,0.312,0.6629999999999999,0.05413099686483802,0.0,1.0,1.0,1.6471759025272226,1.7755529277727717
292241061,1,3.0,0.128,0.174,0.698,0.019179201828054784,0.0,1.0,1.0,0.9546219707654877,0.8880486518051057
292242939,2,3.0,0.0,0.11449999999999999,0.8855,0.03256571539556451,0.0,2.0,2.0,0.9504750613070103,0.890072381226404
292396087,1,5.0,0.0,0.327,0.6729999999999999,0.03911538571535665,0.0,1.0,1.0,1.7834692351191688,1.7755029867971794
292430308,1,5.0,0.0,0.17800000000000002,0.8220000000000001,0.03920272941378277,0.0,1.0,1.0,1.8064625984224394,1.7755032772935602
292582241,1,4.0,0.0,0.19,0.81,0.049513904431312566,0.0,1.0,1.0,1.3880701463186484,1.3318233784851978
292654261,1,5.0,0.016,0.177,0.8079999999999999,0.05220167604563389,0.0,1.0,1.0,1.7009303400284292,1.7755465109104733
292689150,1,5.0,0.0,0.18899999999999997,0.8109999999999999,0.053266625767949737,0.0,1.0,1.0,1.7672618692051512,1.775550052898528
292994974,1,5.0,0.07200000000000001,0.205,0.723,0.05236166706698903,0.0,1.0,1.0,1.8552533800389917,1.7755470430350329
293178719,1,5.0,0.0,0.207,0.7929999999999999,0.3697019168091131,0.0,1.0,1.0,1.7205000415529255,1.7766027568713116
293241224,1,5.0,0.0,0.23600000000000002,0.764,0.05059693483319732,0.0,1.0,1.0,1.8215483590215829,1.7755411736042022
293363986,1,4.0,0.0,0.2,0.8,0.024878591297396127,0.0,0.0,1.0,1.287786059821478,1.3317578310134266
293605339,4,4.25,0.04725,0.27299999999999996,0.6797499999999999,0.036483755427617726,0.0,4.0,3.0,1.5051312387446092,1.4483775815652822
293617144,1,5.0,0.0,0.162,0.838,0.2764588133370378,1.0,0.0,1.0,1.799662603711144,1.7762925076344627
293644178,1,3.0,0.063,0.154,0.7829999999999999,0.35504821780714163,0.0,1.0,1.0,0.8563775352451652,0.8887190404888868
293792927,1,5.0,0.032,0.10400000000000001,0.8640000000000001,0.04292562819881982,0.0,0.0,1.0,1.8774074546975752,1.775515659316913
293941650,2,5.0,0.03,0.21950000000000003,0.7505,0.201340569730178,0.0,2.0,2.0,1.7568495907757662,1.7793718003615333
293975317,37,3.6216216216216215,0.030567567567567566,0.3086756756756757,0.6607837837837838,0.10358211569437566,0.0,33.0,28.0,1.2246112308762727,1.2304463289533343
294255492,38,3.9210526315789473,0.049236842105263155,0.17663157894736847,0.774078947368421,0.15534861563801736,0.0,33.0,37.0,1.413722689181768,1.3935615087965203
294500154,1,5.0,0.059000000000000004,0.275,0.6659999999999999,0.05419030433912405,0.0,1.0,1.0,1.8794157586471563,1.7755531250279195
294549911,1,4.0,0.039,0.192,0.769,0.04242693626640701,0.0,0.0,1.0,1.3051846679057177,1.3318045218563594
294774873,3,5.0,0.0,0.35166666666666674,0.6483333333333333,0.03981021433235837,0.0,3.0,2.0,1.812144532372728,1.7788336949305257
294987095,1,1.0,0.0,0.133,0.867,0.038909913975338585,0.0,1.0,1.0,0.041743820123185255,0.0006737458410180364
295169426,3,5.0,0.006000000000000001,0.25933333333333336,0.735,0.05016151442572501,0.0,2.0,3.0,1.8514757621137703,1.782201616677776
295282516,1,5.0,0.0,0.26,0.74,0.3689821881431774,0.0,1.0,1.0,1.8137374753526507,1.7766003619407749
295298749,1,1.0,0.0,0.0,1.0,0.010018662142682336,0.0,1.0,1.0,0.031192871594575913,0.0006545283831553561
295545077,2,5.0,0.0,0.3995,0.6005,0.04851634624176569,0.0,2.0,1.0,1.7508252118699748,1.7755342536673462
295663226,2,3.0,0.0,0.07150000000000001,0.9284999999999999,0.034514967842168384,0.0,2.0,2.0,0.9242623179919254,0.8900762768402269
295960359,162,3.950617283950617,0.048611111111111105,0.30759259259259253,0.643814814814815,0.09587964520175368,0.0,139.0,125.0,1.6328735785269308,1.6681744822227813
296260261,2,5.0,0.0,0.22999999999999998,0.77,0.030088606190117363,0.0,1.0,2.0,1.6167912792774977,1.778801313532954
296809223,1,4.0,0.0,0.22399999999999998,0.7759999999999999,0.04227323696487748,0.0,1.0,1.0,1.3838041203319666,1.3318041129036329
297138920,2,4.5,0.0655,0.1085,0.8265,0.18436921654568988,0.0,2.0,2.0,1.6386692129231952,1.5570803925150494
297237425,1,4.0,0.006999999999999999,0.244,0.7490000000000001,0.20522023152362784,0.0,0.0,1.0,1.2374297149623013,1.3322377241765242
297327518,1,5.0,0.0,0.41700000000000004,0.583,0.05244559840908935,0.0,1.0,1.0,1.7361551433956541,1.7755473221878015
297341253,1,5.0,0.0,0.0,1.0,0.010018662142682336,0.0,1.0,1.0,1.8434082282234534,1.7754062161296154
297343214,1,5.0,0.0,0.0,1.0,0.3270274364328861,0.0,1.0,1.0,1.9425719855294354,1.776460760023007
297547879,1,4.0,0.05,0.131,0.8190000000000001,0.04466311267718207,0.0,1.0,1.0,1.3616251279975025,1.3318104717342616
297632356,1,4.0,0.0,0.33899999999999997,0.6609999999999999,0.05325469855066888,0.0,1.0,1.0,1.3223717985240366,1.3318333318724767
297751052,1,2.0,0.052000000000000005,0.046,0.902,0.33583790703126754,0.0,1.0,1.0,0.4726943850835819,0.4447759941106044
297776332,1,4.0,0.064,0.138,0.799,0.03621963669361539,0.0,1.0,1.0,1.4348869243776285,1.3317880059676146
298076625,3,2.3333333333333335,0.15633333333333332,0.05266666666666667,0.7906666666666666,0.15276951791960383,0.0,2.0,3.0,0.6062984413974222,0.5955693608549449
298420406,1,5.0,0.0,0.319,0.6809999999999999,0.0491797740339244,0.0,1.0,1.0,1.7497248082835108,1.775536460193698
298625526,1,4.0,0.11,0.09300000000000001,0.797,0.18626962150221785,0.0,1.0,1.0,1.3351317757479295,1.3321872900760945
298793842,1,5.0,0.063,0.159,0.778,0.04495252177049774,0.0,0.0,1.0,1.7368612791495974,1.7755224006099624
299007287,1,5.0,0.0,0.499,0.501,0.039725652482453855,0.0,1.0,1.0,1.8101604733977485,1.7755050164840385
299027455,1,4.0,0.018000000000000002,0.016,0.966,0.012122217515209845,0.0,1.0,1.0,1.4487304873224565,1.3317238909286861
299249930,1,3.0,0.0,0.0,1.0,0.010018662142682336,0.0,1.0,1.0,0.9319245102630003,0.8880303722563853
299273957,1,5.0,0.0,0.239,0.7609999999999999,0.047047975050950465,0.0,1.0,1.0,1.7853727365939045,1.7755293699488965
299447339,1,5.0,0.0,0.196,0.804,0.3648145138579145,0.0,1.0,1.0,1.7827808967876835,1.7765864938619835
299553534,1,5.0,0.0,1.0,0.0,0.0403116269994537,0.0,1.0,0.0,1.7008895846004426,1.7721835516782403
299593162,1,5.0,0.121,0.228,0.6509999999999999,0.3480572955505993,0.0,1.0,1.0,1.8612870459463986,1.776530734519251
299676827,1,5.0,0.0,1.0,0.0,0.03077295395069621,0.0,0.0,0.0,1.7938745282738244,1.7721518747042009
299698332,2,5.0,0.017,0.179,0.8039999999999999,0.21064837022385405,0.0,1.0,2.0,1.7901017473376621,1.779402811371122
299708302,1,1.0,0.073,0.105,0.8220000000000001,0.025596268141325037,0.0,1.0,1.0,0.08041197728500177,0.0006648899625402022
299710403,1,5.0,0.122,0.122,0.7559999999999999,0.0,0.0,0.0,1.0,1.8188629723318452,1.7753728967699383
299739699,1,4.0,0.019,0.08800000000000001,0.893,0.04334166115922442,0.0,1.0,1.0,1.321139174967913,1.3318069556965562
