"","X","plt","entropyRank.rank","entropyRank.score","topRank.rank","topRank.score","vine","verified_purchase","two_sides"
"7106",7106,"R7ZDHYLQKAKIR",1836,0.358383202,1717,0.015996025,"N","y","1"
"7107",7107,"R1E2D5MP53HCB4",15822,0.039734195,15850,0.001035437,"N","y","1"
"7108",7108,"R36L2ZGKZYM06N",3682,0.347172677,4804,0.015577371,"N","y","1"
"7109",7109,"R19WPY7P9E2AA",18813,0.03661313,18824,0.0009555,"N","y","1"
"7110",7110,"R9YWQ2CD6CSMW",843,0.36114692,2065,0.015754889,"N","y","1"
"7111",7111,"R192IHR1YY2NHL",24908.5,0.027772229,24913.5,0.00072881,"N","y","1"
"7112",7112,"R2SJOAITNFE52L",15555,0.039948944,15584,0.001040939,"N","y","1"
"7113",7113,"R3UUTPGWRRVOO5",2840,0.353745969,1413,0.01632151,"N","y","1"
"7114",7114,"R1WMZZG7IEPPZ4",8882.5,0.045041497,8927.5,0.00117154,"N","y","1"
"7115",7115,"R1C9B3LQ3HU66Y",8305.5,0.148188696,8376.5,0.00547474,"N","y","1"
"7116",7116,"R26CLW3817H20Z",4125,0.342343165,5084,0.015571692,"N","y","1"
"7117",7117,"RBI3SPJYUR6A2",28031,0.018506561,28033,0.000489516,"N","y","1"
"7118",7118,"R37T7Y1DT7UQNU",3544,0.348151459,4718,0.015578635,"N","y","1"
"7119",7119,"R1YCSIGTLVFXCE",25188.5,0.026618901,25193.5,0.000699153,"N","y","1"
"7120",7120,"R2A3TMWNK0QOI3",25400,0.025924894,25404,0.000681294,"N","y","1"
"7121",7121,"R6GAQYF7J60N2",4286.5,0.340094556,5170.5,0.015569364,"N","y","1"
"7122",7122,"R3ARXSGS5T357",6242,0.271899563,6466,0.012286814,"N","y","1"
"7123",7123,"R3EBE3G2HGET7C",2848,0.353694365,1783,0.015988845,"N","y","1"
"7124",7124,"RFPF9N8HZ4EVH",5547,0.313433266,1106,0.016985714,"N","y","1"
"7125",7125,"R1L9RLTXDP82GC",23162,0.030236537,23167,0.00079209,"N","y","1"
"7126",7126,"REUUSPX1LYT9A",22842,0.030482761,22847,0.000798407,"N","y","1"
"7127",7127,"R5GARIDAVZ648",3580.5,0.347946177,2537.5,0.01573476,"N","y","1"
"7128",7128,"R2GT9HW4K6F0G4",1479.5,0.359486441,3367.5,0.015596077,"N","y","1"
"7129",7129,"R3D8JBMGSZ0YHZ",20167.5,0.034579917,20172.5,0.000903426,"N","y","1"
"7130",7130,"R2JUJBUI77O5UH",4888.5,0.329387678,5490.5,0.015561065,"N","y","1"
"7131",7131,"RF6O9S0MDXT3V",24993,0.02728733,24998,0.000716344,"N","y","1"
"7132",7132,"R2IJLCTP2D4AVR",28516.5,0.016644296,28520.5,0.000441063,"N","y","1"
"7133",7133,"RLYTRFI2WHSE",29769,0.00936674,29769,0.000250161,"N","y","1"
"7134",7134,"R22Q46VTAT7BZ2",3183,0.351365823,1801,0.015985601,"N","y","1"
"7135",7135,"R3BKDW1E4EQI4M",16466,0.039210264,16490,0.001022016,"N","y","1"
"7136",7136,"R7QT9N2THOLH2",3489.5,0.348612763,4687.5,0.015579244,"N","y","1"
"7137",7137,"R1YXKKPGP99C19",13595.5,0.041588341,13630.5,0.00108295,"N","y","1"
"7138",7138,"R8SANDAONZ83D",4238.5,0.330813685,5154.5,0.015570087,"N","n","1"
"7139",7139,"R7MURMT2HIXYE",7326.5,0.192744424,7484.5,0.007991211,"N","n","1"
"7140",7140,"R289GK7AZEP9IB",11497.5,0.043095962,11535.5,0.001121608,"N","y","1"
"7141",7141,"R2INSOGL1B6TLL",3274,0.350715262,945,0.017783034,"N","y","1"
"7142",7142,"REQQ04D399D9N",10700,0.043607268,10740,0.001134725,"N","y","1"
"7143",7143,"R30LI6Q3RJL0I7",7504,0.200568457,7650,0.007983519,"N","y","1"
"7144",7144,"R3MEEDCTIPD92A",1458.5,0.359549957,3352.5,0.01559619,"N","y","1"
"7145",7145,"RJ5ODDEWGHCUD",29482,0.01170208,29482,0.000311714,"N","y","1"
"7146",7146,"R2GHVAZDS66AZ9",969.5,0.350815118,3037.5,0.015598465,"N","n","1"
"7147",7147,"RVV1VIWXIBOAO",5701,0.303545561,387,0.028495974,"N","y","1"
"7148",7148,"R3MZMLOHBKGPRM",4838,0.330481341,5476,0.0155617,"N","y","1"
"7149",7149,"R2DWMAG4IQ70ME",3682,0.347172677,4804,0.015577371,"N","y","1"
"7150",7150,"R30HEEZBG2D03C",25581,0.025204917,25584,0.000662753,"N","y","1"
"7151",7151,"R3RF6NRGGAABE9",3303,0.340461163,2485,0.015738058,"N","n","1"
"7152",7152,"R1RVKJ2XQ75F9B",4974.5,0.327015887,5532.5,0.01555986,"N","y","1"
"7153",7153,"R3JFWOH5GARQ0W",11319,0.043195178,11358,0.001124153,"N","y","1"
"7154",7154,"R1MLTMK421GJT2",19586,0.02557083,19591,0.000928806,"N","n","1"
"7155",7155,"R3L4OM7Y7IJFSC",14795,0.040651903,14825,0.00105895,"N","y","1"
"7156",7156,"RNQKNDQU6GFW1",11427.5,0.043135656,11466.5,0.001122626,"N","y","1"
"7157",7157,"R19SUYXBRIV2EA",13353.5,0.041760559,13388.5,0.001087365,"N","y","1"
"7158",7158,"R1OTY8YAXPMRPT",4909,0.31898835,2738,0.015717965,"N","n","1"
"7159",7159,"R1A3C6RVSNTZU1",3697.5,0.347138211,4817.5,0.015577327,"N","y","1"
"7160",7160,"R1JNTCPK5GV1UF",8352,0.139583383,8406,0.005435227,"N","y","1"
"7161",7161,"R2BFWIVO82ENW5",3832.5,0.345909197,4915.5,0.015575796,"N","y","1"
"7162",7162,"R1OAUIQ81KYNUG",13353.5,0.041760559,13388.5,0.001087365,"N","y","1"
"7163",7163,"R14WBDOAMQY5YV",3778.5,0.34661589,4881.5,0.015576669,"N","y","1"
"7164",7164,"ROV7AW6VNJC9C",19586,0.03557083,19591,0.000928806,"N","y","1"
"7165",7165,"R2YPGDU4DHMRIG",29615,0.010597617,29615,0.000282641,"N","y","1"
"7166",7166,"R28W40NWUH5BB4",26897,0.022019853,26899,0.000580562,"N","y","1"
"7167",7167,"RBW9AFVE1LLP7",16610.5,0.039059662,16634.5,0.001018158,"N","y","1"
"7168",7168,"R2IDR4IL111J19",23604,0.029695062,23609,0.000778194,"N","y","1"
"7169",7169,"RX0VXRX5TIUQT",22079,0.031257516,22084,0.00081828,"N","y","1"
"7170",7170,"R367DZQ2WN8A8",16485,0.039173644,16509,0.001021078,"N","y","1"
"7171",7171,"R1I6X4C95DT812",12991,0.042028528,13026,0.001094235,"N","y","1"
"7172",7172,"R5LMOFBK42ZGF",22498,0.020754407,22503,0.000805376,"N","n","1"
"7173",7173,"R3N9SNQPWK4CQO",24993,0.02728733,24998,0.000716344,"N","y","1"
"7174",7174,"R32LI0MDFDKAIB",10621,0.043666619,10661,0.001136248,"N","y","0"
"7175",7175,"R2QKN3T49TG8FF",13690,0.041524213,13725,0.001081306,"N","y","1"
"7176",7176,"R28SOSP2DZVR5",19043,0.036310739,19053,0.000947756,"N","y","1"
"7177",7177,"R2O39HYFC1SFKA",7726,0.194765575,7845,0.007964877,"N","y","1"
"7178",7178,"R9OEZVTUE598V",17146,0.038435336,17169,0.001002167,"N","y","1"
"7179",7179,"RBGT1ICFICHRS",15515,0.040001573,15544,0.001042287,"N","y","1"
"7180",7180,"R2XEITKI06H4Y4",30476,0.002196417,30476,5.92e-05,"N","y","1"
"7181",7181,"R18QWC4Z7REE0L",29817,0.008965592,29817,0.000239558,"N","y","1"
"7182",7182,"R1D46Q2JFVLUY2",3370.5,0.349824836,2499.5,0.0157372,"N","y","1"
"7183",7183,"R1XDEJNNBOFIJQ",25862.5,0.024454042,25865.5,0.000643403,"N","y","1"
"7184",7184,"R3M4DDUEHZFDD8",13054,0.041992558,13089,0.001093312,"N","y","1"
"7185",7185,"R17AV4010B3FXS",5338,0.317965269,1931,0.015962631,"N","y","1"
"7186",7186,"R2C4E59S0U37K3",10067.5,0.044042006,10110.5,0.001145881,"N","y","1"
"7187",7187,"R2N0OWZXLKO7N4",27390,0.021149155,27391,0.000558039,"N","y","0"
"7188",7188,"R3RPJK5L2Z120Z",26897,0.022019853,26899,0.000580562,"N","y","1"
"7189",7189,"R3UGBCQT7TMNVR",572,0.361970206,1995,0.015756378,"N","y","1"
"7190",7190,"R11OGUAKIA6VCH",12999.5,0.042020536,13034.5,0.00109403,"N","y","1"
"7191",7191,"R1OV571H5O2G7U",722,0.361447997,2891,0.015599628,"N","y","1"
"7192",7192,"R36WB10EFPCVUH",7031,0.227195199,6599,0.011552356,"N","y","1"
"7193",7193,"R33GHWXI7WJMQZ",10941.5,0.043460778,10980.5,0.001130967,"N","y","1"
"7194",7194,"R33AZE0FB8POQR",6490,0.256334305,6698,0.010746119,"N","y","1"
"7195",7195,"R3E70NY2COYJW7",13494.5,0.041668466,13529.5,0.001085004,"N","y","1"
"7196",7196,"R18WFNQITFVMO1",1691,0.358833962,3510,0.015594931,"N","y","1"
"7197",7197,"R32IHLLE4NGQNI",16176,0.039462296,16201,0.001028472,"N","y","1"
"7198",7198,"R19CNMJT4HK595",14546.5,0.040841245,14576.5,0.001063802,"N","y","1"
"7199",7199,"RSYF7I7KD6OG2",1470,0.359518202,3360,0.015596133,"N","y","1"
"7200",7200,"RGHR49X6E3EVE",12988,0.042032524,13023,0.001094337,"N","y","1"
"7201",7201,"R7IPV5NPVEST",19911.5,0.035090836,19916.5,0.000916513,"N","y","1"
"7202",7202,"R2DQB1ELNGIGOJ",11652.5,0.042988741,11690.5,0.001118858,"N","y","1"
"7203",7203,"R3PGBA6SCC9GPU",4324,0.339373517,461,0.02510438,"N","y","1"
"7204",7204,"R23V1VH7MPDG5P",24240.5,0.028540175,24245.5,0.000748541,"N","y","1"
"7205",7205,"R2PG3BR8HFASDG",16165,0.039478542,16190,0.001028888,"N","y","1"
"7206",7206,"R2BOWVMD8BJP9T",10199,0.043959099,10242,0.001143753,"N","y","1"
"7207",7207,"RLZKANT9OMI97",18390.5,0.037063518,18402.5,0.000967034,"N","y","1"
"7208",7208,"R2LO45B0ZR34Z2",31318,0,31318,0,"N","y","1"
"7209",7209,"RHSXIV69L0AHG",21965,0.031686121,21970,0.00082927,"N","y","1"
"7210",7210,"R1R4EPDI8WZDYK",21054,0.033019438,21060,0.000863446,"N","y","1"
"7211",7211,"R2CX4FO0O2VE4B",19586,0.03557083,19591,0.000928806,"N","y","1"
"7212",7212,"R1RX7C4N7GECKI",27816.5,0.019741135,27817.5,0.000521561,"N","y","1"
"7213",7213,"RWJUFBZPZRCRD",28905,0.01475459,28907,0.000391743,"N","y","1"
"7214",7214,"R3IWBDOU6AR32U",25779,0.024832249,25782,0.000653151,"N","y","1"
"7215",7215,"R2QBOPMA692IEN",8926.5,0.044986563,8971.5,0.001170129,"N","y","1"
"7216",7216,"RI7I08NF6992I",28271,0.01784929,28275,0.000472432,"N","y","1"
"7217",7217,"RMY5QGPMKU1ES",13961.5,0.041311603,13994.5,0.001075857,"N","y","1"
"7218",7218,"R312PRWPBIXJ20",28407.5,0.017250585,28411.5,0.000456854,"N","y","1"
"7219",7219,"R2V806SWH1CMR2",5850,0.294710194,6175,0.013436208,"N","y","1"
"7220",7220,"R1TKWROYEUKKH5",27803,0.019773835,27804,0.000522409,"N","y","1"
"7221",7221,"RGRI4D5QTSQB6",1952,0.357993778,1384,0.016327737,"N","y","1"
"7222",7222,"R1HG547OY2FRI0",14738,0.040668026,14768,0.001059363,"N","y","1"
"7223",7223,"R3C1VMBHIITW39",7451,0.201346102,7602,0.007986224,"N","y","1"
"7224",7224,"R2J3KWO4BK3U2M",6831,0.242105255,6931,0.010713888,"N","y","1"
"7225",7225,"R1Q53LHSZEX1LT",27803,0.019773835,27804,0.000522409,"N","y","1"
"7226",7226,"R28F2NEIV2C7HS",19481,0.035828967,19487,0.000935418,"N","y","1"
"7227",7227,"R2GSWFKY7D4KRQ",25466.5,0.025813346,25469.5,0.000678422,"N","y","1"
"7228",7228,"RJA56T0JDJ4HW",29864,0.008307749,29864,0.00022215,"N","y","1"
"7229",7229,"RP785A1NWP3PP",8221,0.159229056,8224,0.007909813,"N","y","1"
"7230",7230,"R20HHTTZAS1PAV",18907,0.026447512,18918,0.000951259,"N","n","1"
"7231",7231,"R3KIQ52U853USN",7332.5,0.202665517,7490.5,0.007990925,"N","y","1"
"7232",7232,"R28UCU5SFGZZFQ",4125,0.342343165,5084,0.015571692,"N","y","1"
"7233",7233,"R2CRDU4B145REW",26097,0.014214864,26100,0.000637236,"N","n","1"
"7234",7234,"RYGKHBXM802ER",23162,0.030236537,23167,0.00079209,"N","y","1"
"7235",7235,"R1TWUCVQGB3A76",12818,0.042144376,12854,0.001097205,"N","y","1"
"7236",7236,"R34FCGPEBXKG9F",1055,0.360602304,3097,0.015598077,"N","y","1"
"7237",7237,"R3EHKDVX4I3F8R",7002,0.229328048,6332,0.012723921,"N","y","1"
"7238",7238,"R23O2CARH5O7JD",27940,0.019226198,27941,0.000508203,"N","y","1"
"7239",7239,"R3GXPZMAY4JVHY",17721,0.0377674,17741,0.000985061,"N","y","1"
"7240",7240,"RU4HHVV9QBYF1",7671.5,0.196711959,7797.5,0.007970829,"N","y","1"
"7241",7241,"R1SCKFUOLU5Y6L",27842.5,0.009497964,27843.5,0.000515254,"N","n","1"
"7242",7242,"R3N66XP1LF7W5P",20489.5,0.034088267,20494.5,0.000890832,"N","y","1"
"7243",7243,"R3ULI47YJ1BL0",28010.5,0.018808071,28012.5,0.000497348,"N","y","1"
"7244",7244,"R29B94ZSP2QZ4S",21376,0.032194493,21381,0.000842303,"N","y","1"
"7245",7245,"R3HZ4JNEQIDM5R",31318,0,31318,0,"N","y","1"
"7246",7246,"R1XD0ORZ2ZFKO4",16541.5,0.039088165,16565.5,0.001018888,"N","y","1"
"7247",7247,"R1CLECQEGM5OHE",10471.5,0.043777348,10512.5,0.001139089,"N","y","0"
"7248",7248,"R3JHMD7NSXMWTY",15082.5,0.040401784,15111.5,0.001052541,"N","y","1"
"7249",7249,"R2HR90XK42N1W3",30586,0.000720246,30586,1.94e-05,"N","y","1"
"7250",7250,"R1O18HCHT7HGWU",18737,0.036700007,18748,0.000957725,"N","y","1"
"7251",7251,"RLCPEJ6MU0CKR",9461.5,0.044518894,9504.5,0.001158122,"N","y","1"
"7252",7252,"RUOIGA6UP5Q3Y",30088,0.006577672,30088,0.000176246,"N","y","1"
"7253",7253,"R36OAQOCFOFJXZ",14199,0.041110766,14232,0.001070709,"N","y","1"
"7254",7254,"R3FWHNM6GQF7V2",6590,0.254269208,6537,0.01226403,"N","y","1"
"7255",7255,"R26OSUQSST31V9",6350,0.263706359,6505,0.012274241,"N","y","1"
"7256",7256,"R2E1QDZFZTSTQJ",22766.5,0.030715632,22771.5,0.000804381,"N","y","1"
"7257",7257,"R26DT2LXHNJTC3",1749.5,0.35863451,3551.5,0.015594585,"N","y","1"
"7258",7258,"RFK7AXQU282Q",30426,0.002791529,30426,7.51e-05,"N","y","1"
"7259",7259,"R2J5556TWIEH4H",10483.5,0.043769442,10524.5,0.001138886,"N","y","1"
"7260",7260,"RMC72OG9WLGXE",3876,0.345409116,650,0.020605276,"N","y","1"
"7261",7261,"R1GNMZOM31B5QL",14507,0.040877476,14537,0.001064731,"N","y","1"
"7262",7262,"R2XXS3MQUCOCLZ",3261.5,0.350821887,4561.5,0.015582278,"N","y","1"
"7263",7263,"R2REWF9VIXZ0Y3",19893.5,0.035136816,19898.5,0.00091769,"N","y","1"
"7264",7264,"R24D35QJDIDNVB",5803,0.297450411,6156,0.013441568,"N","y","1"
"7265",7265,"R11HQVXZ514J85",1688.5,0.358837949,3507.5,0.015594938,"N","y","1"
"7266",7266,"R2175ZKIJVY9B9",6038,0.283009227,6375,0.012309388,"N","y","1"
"7267",7267,"R1J6HJC0JE1Y1P",22128,0.031223172,22133,0.000817399,"N","y","1"
"7268",7268,"R2IDUNA40GEFH9",20525,0.033953511,20531,0.000887379,"N","y","1"
"7269",7269,"R1GM4MXWR6T5U4",5466,0.31641827,5759,0.015557397,"N","y","1"
"7270",7270,"R1TMSORS0XUXHZ",30224,0.004970109,30224,0.00013343,"N","y","1"
"7271",7271,"R3MUH4Q1KP93VC",18759,0.036695871,18770,0.000957619,"N","y","1"
"7272",7272,"R1NW3QPT27GL9I",15484,0.040013715,15513,0.001042598,"N","y","1"
"7273",7273,"R1KHBJ77NJO9JV",11319,0.043195178,11358,0.001124153,"N","y","1"
"7274",7274,"R326JXR0HA32UI",24962.5,0.027309408,24967.5,0.000716912,"N","y","1"
"7275",7275,"R1E6LBT0ICTKNW",6116,0.279079934,6420,0.012300668,"N","y","1"
"7276",7276,"R2VJV9VN8TD7YV",11950,0.042774085,11988,0.001113352,"N","y","1"
"7277",7277,"RHT8ENN0RPLKF",4888.5,0.329387678,5490.5,0.015561065,"N","y","1"
"7278",7278,"R2QAI8LO2K7GNQ",2605,0.355139759,2362,0.015744862,"N","y","1"
"7279",7279,"R1SZVIB57LKU0C",31318,0,31318,0,"N","y","1"
"7280",7280,"R1SIB2WB1WBKY1",24240.5,0.028540175,24245.5,0.000748541,"N","y","1"
"7281",7281,"R6MKTBZD4IHZC",31318,0,31318,0,"N","y","1"
"7282",7282,"R23U3E024V7NYQ",10107,0.044018323,10150,0.001145273,"N","y","1"
"7283",7283,"RWJETL7OUOJKB",25958.5,0.024399926,25961.5,0.000642008,"N","y","1"
"7284",7284,"R3770H2IFWMENR",4962,0.327261198,2746,0.015717155,"N","y","1"
"7285",7285,"R1SJLTM77V8EYE",31318,0,31318,0,"N","y","1"
"7286",7286,"R2GJTZ7UL5LT33",11933,0.042793973,11971,0.001113862,"N","y","1"
"7287",7287,"RPJAS8ZIR4MAM",28688.5,0.015606493,28692.5,0.000413997,"N","y","1"
"7288",7288,"R2U2JWBJGL6W0",13722.5,0.041500158,13757.5,0.00108069,"N","y","1"
"7289",7289,"R36HA0C8ULT21P",3412.5,0.349446188,4645.5,0.015580366,"N","y","1"
"7290",7290,"R1GQ2USNY17KI0",22245.5,0.02092661,22250.5,0.000809793,"N","n","1"
"7291",7291,"RKY05FA6NQ1BY",9907.5,0.044187978,9950.5,0.001149627,"N","y","0"
"7292",7292,"R1U7LKLBZEMX2I",4436,0.32808104,959,0.01777214,"N","n","1"
"7293",7293,"R3I112EOZ8FXLM",25489.5,0.02569724,25492.5,0.000675433,"N","y","1"
"7294",7294,"R2IBEPRNV5FJBH",3565.5,0.348082991,4737.5,0.015578546,"N","y","1"
"7295",7295,"R26KWPP32XDQQD",18448,0.036976851,18460,0.000964815,"N","y","1"
"7296",7296,"RVVWCIYHURW7Y",27251,0.021421577,27252,0.000565089,"N","y","1"
"7297",7297,"R989JI40LKTTA",30426,0.002791529,30426,7.51e-05,"N","y","1"
"7298",7298,"R33Q9EUJFPT21I",9270.5,0.044668377,9314.5,0.001161959,"N","y","1"
"7299",7299,"R3BIJUXIEPGJ0C",4662,0.334248596,5388,0.015564259,"N","y","1"
"7300",7300,"RDCYT6TS20MVE",13907,0.041371804,13941,0.0010774,"N","y","1"
"7301",7301,"RIPFC8JA4XNPY",30239,0.004780829,30239,0.000128378,"N","y","1"
"7302",7302,"R27Z5LWOJNQ2MK",23162,0.020236537,23167,0.00079209,"N","n","1"
"7303",7303,"R3U7BY4OG5XSFE",27390,0.021149155,27391,0.000558039,"N","y","1"
"7304",7304,"R2PV3CDX7R2745",28777.5,0.015215132,28781.5,0.000403778,"N","y","1"
"7305",7305,"R3HITZBZK479KO",27681,0.020240086,27682,0.000534496,"N","y","1"
"7306",7306,"R2T9UCQ95NYXMV",16381.5,0.039259076,16405.5,0.001023266,"N","y","1"
"7307",7307,"R2VTNI49GYI44P",1691,0.358833962,3510,0.015594931,"N","y","1"
"7308",7308,"REP5ZXYAK43KP",13911,0.041363779,13945,0.001077194,"N","y","1"
"7309",7309,"R2EQ78B68BYU03",7369,0.202226981,7292,0.008269299,"N","y","1"
"7310",7310,"R189EWUVAFW0H4",10130,0.04400648,10173,0.001144969,"N","y","1"
"7311",7311,"R2YAQB1MWGMCWZ",20995,0.033057594,21001,0.000864424,"N","y","1"
"7312",7312,"R3J4NM117CASX9",31318,0,31318,0,"N","y","1"
"7313",7313,"R1S3T6C0KEBYCU",22079,0.031257516,22084,0.00081828,"N","y","1"
"7314",7314,"R15XGSEJ5AEOWV",7311,0.192898182,7472,0.007991769,"N","n","1"
"7315",7315,"R1CKL2JHRHN9XZ",2512,0.355640739,4079,0.015589576,"N","y","1"
"7316",7316,"R1K64D01Z9RNX4",14738,0.040668026,14768,0.001059363,"N","y","1"
"7317",7317,"R1V2RPRS71J90R",14090,0.041211216,14123,0.001073284,"N","y","1"
"7318",7318,"R15CPLORJJPPKB",20647.5,0.033797544,20653.5,0.000883383,"N","y","1"
"7319",7319,"R37PBQPUZNMFPC",548,0.362146934,1988,0.015756701,"N","y","1"
"7320",7320,"R12AB4ZYM20ARY",29248.5,0.012969408,29248.5,0.000344997,"N","y","1"
"7321",7321,"R22C4XHSXBWSQZ",2475,0.355815565,4053,0.015589859,"N","y","1"
"7322",7322,"RDWBHLY41ZXZT",11490,0.043099932,11528,0.00112171,"N","y","1"
"7323",7323,"R1F4AELHYPV27B",2192.5,0.357130626,3850.5,0.015592023,"N","y","1"
"7324",7324,"R1S4VMK1AG3G6G",30539.5,0.001403786,30539.5,3.79e-05,"N","y","1"
"7325",7325,"R3GMNZ0QO0P8OE",19523.5,0.035729096,19528.5,0.00093286,"N","y","1"
"7326",7326,"R1V2IVRQT6LVWG",28471,0.017098088,28475,0.000452884,"N","y","1"
"7327",7327,"R2VJBW0QRY896O",3696,0.347151613,1825,0.015980268,"N","y","1"
"7328",7328,"R3BT6BKNCHICWE",14090,0.041211216,14123,0.001073284,"N","y","1"
"7329",7329,"RG4QGIC5SXQHE",18099.5,0.03737264,18112.5,0.000974951,"N","y","1"
"7330",7330,"R9QG1ZB382VJO",19374.5,0.035874719,19382.5,0.000936589,"N","y","1"
"7331",7331,"R2LMGHFNL5KC2Q",10756.5,0.033571648,10796.5,0.001133811,"N","n","0"
"7332",7332,"R2U46TGSQCJIZQ",2319,0.35658041,1747,0.015993161,"N","y","1"
"7333",7333,"R35NM1DJUM75YY",6198,0.274729206,1568,0.01610956,"N","y","1"
"7334",7334,"R1S7FC33OSTOY8",2770,0.354115839,4238,0.015587166,"N","y","1"
"7335",7335,"R17S5UIEISA8FI",28536,0.016452744,28540,0.000436071,"N","y","1"
"7336",7336,"R178Z82L28G3JH",13325.5,0.041796581,13360.5,0.001088288,"N","y","1"
"7337",7337,"R3PMTSFCV3V2H7",17259.5,0.03830853,17282.5,0.00099892,"N","y","1"
"7338",7338,"R2E5BC8UMZNWG9",17191,0.038337173,17214,0.000999653,"N","y","1"
"7339",7339,"R2USOGI0NPUNFK",15056,0.040413896,15085,0.001052852,"N","y","1"
"7340",7340,"R16I1IFO5YLWMG",7268,0.203217071,7435,0.007992932,"N","y","1"
"7341",7341,"R1IN82VWYS45D7",18325.5,0.037187243,18338.5,0.000970203,"N","y","1"
"7342",7342,"R3SEF0UTOHITKH",9074.5,0.044841294,9119.5,0.001166399,"N","y","1"
"7343",7343,"ROYKC2NGHC6C9",31318,0,31318,0,"N","y","1"
"7344",7344,"R16VZTRKXAJRCI",12884,0.042104438,12920,0.001096181,"N","y","1"
"7345",7345,"R1VINM3TQCAMPD",7897,0.187039751,7984,0.007944223,"N","y","1"
"7346",7346,"R37BB5JPRG5V14",2967.5,0.353039677,4374.5,0.015585521,"N","y","1"
"7347",7347,"R3KI86R44G54FI",25152,0.026720925,25157,0.000701778,"N","y","1"
"7348",7348,"RVNE18GRGZ57X",2747,0.354271887,4226,0.015587408,"N","y","1"
"7349",7349,"R3N1STWPN7U4UW",12352,0.042503373,12390,0.00110641,"N","y","1"
"7350",7350,"R33S1IDRZNHJKF",14795,0.040651903,14825,0.00105895,"N","y","1"
"7351",7351,"R33GM6Q5LK0NA3",13029,0.041996555,13064,0.001093415,"N","y","1"
"7352",7352,"R3Q0BF7RHLMFR8",20580,0.033852362,20586,0.000884788,"N","y","1"
"7353",7353,"R1KRUC31F99ZKV",4550,0.335892261,1061,0.017209434,"N","y","1"
"7354",7354,"R1J03395QBFKPR",1173,0.360274666,3172,0.015597485,"N","y","1"
"7355",7355,"R2T5GFIC4U4UVW",25581,0.025204917,25584,0.000662753,"N","y","1"
"7356",7356,"RMKZH8HF0PYVC",26212,0.023667215,26215,0.000623109,"N","y","1"
"7357",7357,"R2PZ70BUZHLU6H",17124,0.038447602,17147,0.001002481,"N","y","1"
"7358",7358,"R2H3VUX9KZO3AW",31318,0,31318,0,"N","y","1"
"7359",7359,"R2Z8IFUXH1I2IC",12044,0.042710429,12082,0.00111172,"N","y","1"
"7360",7360,"R3NA66X3GVVGBB",18759,0.036695871,18770,0.000957619,"N","y","1"
"7361",7361,"R2Q7NIJV1GN944",2426.5,0.356018604,4016.5,0.015590188,"N","y","1"
"7362",7362,"R1GFOW943PYF7L",1769.5,0.358586604,3565.5,0.015594502,"N","y","1"
"7363",7363,"R3U9MXGCKCUYST",17980.5,0.037467311,17995.5,0.000977375,"N","y","1"
"7364",7364,"RMK7MKEZA63XF",1386,0.359732265,1187,0.016744346,"N","y","1"
"7365",7365,"R103EZO2N3T1C8",14029,0.041283501,14062,0.001075137,"N","y","1"
"7366",7366,"R31KKKSXEL3VGD",2908,0.353378607,4335,0.015586034,"N","y","1"
"7367",7367,"R3AZ9N4UKDDKPW",30455.5,0.002695222,30455.5,7.26e-05,"N","y","1"
"7368",7368,"R1VLJU1Q1XDLYS",7211,0.203805993,7387,0.007995103,"N","y","1"
"7369",7369,"R1IM5KNWN3SQW4",24011,0.029129705,24016,0.000763681,"N","y","1"
"7370",7370,"R2R5DMMRNN3KEM",8456,0.105355163,8456,0.005370412,"N","n","1"
"7371",7371,"RF4X7RQQHKAG0",1225,0.350140263,3203,0.015597243,"N","n","1"
"7372",7372,"R1SP8MO11MOG8U",20167.5,0.034579917,20172.5,0.000903426,"N","y","1"
"7373",7373,"R1EM5QSVIER24O",2637.5,0.35489449,4155.5,0.015588385,"N","y","1"
"7374",7374,"RKB7XWP3LO47V",15237,0.04025233,15266,0.001048712,"N","y","1"
"7375",7375,"R4XY31EKNCVWT",15021,0.04042197,15050,0.001053058,"N","y","1"
"7376",7376,"R3BIPT169SZL3N",27390,0.021149155,27391,0.000558039,"N","y","1"
"7377",7377,"R28RIHE1DK05X5",17980.5,0.037467311,17995.5,0.000977375,"N","y","1"
"7378",7378,"ROJLMCTTTSB9N",17191,0.038337173,17214,0.000999653,"N","y","1"
"7379",7379,"R2PIX30HABP5CQ",12916.5,0.04207248,12952.5,0.001095361,"N","y","1"
"7380",7380,"R19DLWP0UPMC95",21126.5,0.0328752,21131.5,0.00085975,"N","y","1"
"7381",7381,"R8JQ5LDBYO5RH",26105.5,0.024133537,26108.5,0.000635139,"N","y","1"
"7382",7382,"R32H6FJM4BLO2X",19043,0.036310739,19053,0.000947756,"N","y","1"
"7383",7383,"R1OCHBIIFPK49C",4628,0.3347502,5371,0.015564643,"N","y","1"
"7384",7384,"R3DPKGWFFN8ATN",1143,0.360361573,3152,0.015597641,"N","y","1"
"7385",7385,"R3E8YPRCT2IJ90",11037.5,0.043389466,11076.5,0.001129137,"N","y","1"
"7386",7386,"RBCWBPVO2MNR2",19158,0.03616969,19167,0.000944144,"N","y","1"
"7387",7387,"R10550FWY1Q4W7",2545,0.355418433,2351,0.015745295,"N","y","1"
"7388",7388,"R1MLW0COORKVLC",26897,0.022019853,26899,0.000580562,"N","y","1"
"7389",7389,"R1YDJJW2416A18",28468,0.017107625,28472,0.000453132,"N","y","1"
